"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
		"n"	"INDIA"	"KERALA"	"NEENDAKARA"	8.93	76.54	2225.205	26	5	8	4	9				1.09		2		"R"												
		"n"	"MADAGASCAR"		"TOLAGNARO"	-25.02695	46.99611	6135.889									2.9	75	5														
		"n"	"MADAGASCAR"		"TOLAGNARO"	-25.03878	46.99558	6136.462									4.1	26	5														
		"n"	"MADAGASCAR"		"MANAKARA BE"	-22.14942	48.02202	5915.175									4.2	61	5														
		"n"	"MADAGASCAR"		"MANAKARA BE"	-22.162	48.01556	5916.321									3.5	59	5														
		"n"	"MADAGASCAR"		"MANAKARA BE"	-22.14515	48.02395	5914.812									4	30	5														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50322	73.30929	2507.999									2.35	74	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50329	73.30969	2507.955									3.7	28	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50375	73.3096	2507.962									4.07	8	4			18	1									192	2
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50556	73.30728	2508.211									3.03	102	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50247	73.30857	2508.083									3.59	163	4														
		"n"	"MALDIVES"		"HINNAVARU, LHAVIYANI"	5.49463	73.41283	2502.186									1.13	206	4														
		"n"	"MALDIVES"		"MALE, N. MALE"	4.17372	73.51788	2482.893									1.15	54	4														1
		"n"	"MALDIVES"		"EMBUDHU FINOTHU, S. MALE"	4.1801	73.52455	2482.17									2.93		4														
		"n"	"MALDIVES"		"HURAA, N. MALE"	4.33356	73.60093	2474.177									2.34	200	4														
		"n"	"TANZANIA"		"UROA TAMARIND HOTEL, ZANZIBAR"	-6.10492	39.42708	6358.159									1.5		5														
		"n"	"TANZANIA"		"BAGAMOYO - OCEANIC BAY RESORT"	-6.42835	38.9036	6420.473									3		5														
		"n"	"TANZANIA"		"BEACHCOMBER HOTEL"	-6.67942	39.22458	6389.241									3		5														
		"n"	"TANZANIA"		"KONDUCHI BEACH, MAINLAND TANZANIA"	-6.66848	39.21867	6389.715									3.5		5											1	1		
		"n"	"COMOROS"		"MIRONTSI, ANJOUAN"	-12.15693	44.41515	5941.847									2.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.65	95.422	262.511									7.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.286	95.244	228.125									11.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.429	95.243	243.3									16.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.381	95.26	237.677									17.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.497	95.228	250.985									21.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.428	95.24	243.287									21.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.631	95.397	260.971									21.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.464	95.247	246.897									23.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.463	95.242	246.943									26.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.433	95.231	244.098									27.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.43	95.233	243.717									27.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.557	95.32	254.8									4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.572	95.344	255.811									5.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.556	95.315	254.822									7.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.597	95.385	257.55									7.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.558	95.311	255.142									7.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.595	95.372	257.629									8.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.61	95.389	258.869									8.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.487	95.269	248.696									9.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.578	95.344	256.458									9.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.575	95.325	256.609									9.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.481	95.244	248.796									9.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.588	95.358	257.2									10		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.561	95.311	255.464									11.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.597	95.376	257.753									11.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.478	95.24	248.599									11.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.571	95.321	256.28									12.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.534	95.292	253.075									13.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.61	95.397	258.693									16.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.478	95.248	248.357									17		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.478	95.241	248.568									18.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.471	95.253	247.461									19.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.489	95.235	249.92									20.4		5														
		"n"	"COMOROS"		"MTAKOUDJA, MOHELI"	-12.26802	43.70543	6019.83									2.8		5														
		"n"	"COMOROS"		"FOMBONI OUEST, MOHELI"	-12.2794	43.73847	6016.619									2.1		5														
		"n"	"COMOROS"		"MZOUAZIA, MAYOTTE"	-12.92863	45.10238	5889.709									1.3		5														
		"n"	"ARGENTINA"		"MAR DEL PLATA 1"	-38.00015278	-57.53850556	15313.992	27	0	4	23	5	27	7	56	0.09		2														
		"n"	"ARGENTINA"		"USHUAIA, TIERRA DEL FUEGO"	-54.805	-68.295	14118.997	26	23	15	22	16	27	6	45	0.09		2														
		"n"	"MALAYSIA"		"SG UDANG"	5.8	100.3666667	571.123									1.5		5														
		"n"	"SRI LANKA"		"WAIKKALA"	7.281	79.841	1827.948									1.6		5														
		"n"	"SRI LANKA"		"NEGOMBO"	7.235	79.841	1826.806									1.6		5														
		"n"	"SRI LANKA"		"USWETTAKEIYAWA"	7.086	79.828	1824.602									2.6		5														
		"n"	"SOUTH AFRICA"		"SALDANHA"	-33.017	17.95	9089.53	26	15	28	14	29	27	7	1	0.37		2		"F"												
		"n"	"THAILAND"		"KHAO LAK"	8.64	98.25	645.73									9.91		5														
		"n"	"THAILAND"		"KHAO LAK"	8.726	98.232	653.599									6.24		5														
		"n"	"THAILAND"		"KHAO LAK"	8.184	98.292	602.229									4.83		5														
		"n"	"THAILAND"		"FRIENDSHIP BEACH HOTEL, PHUKET"	7.796	98.34	566.811									2.35		5														
		"n"	"THAILAND"		"BAN KAO LAK"	8.611	98.238	642.263									7.8		5														
		"n"	"INDONESIA"	"ACEH"	"LHOK NGA, NW. COAST OF SUMATRA"	5.445	95.243	244.999									24.5		5														
		"n"	"MALDIVES"		"NORTH MALE ATOLL, HUHULE IS."	4.195	73.526	2482.051									2	20	4														
		"n"	"MALDIVES"		"NORTH MALE ATOLL, KUDA HURAA IS."	4.327	73.597	2474.59									1.5	0	4														
		"n"	"MYANMAR (BURMA)"		"MYAW YIT GYI PAGODA"	14.088	98.07	1216.038									1.4		5														
		"n"	"MYANMAR (BURMA)"		"KYAUKMATTAT VILLAGE"	13.581	98.151	1163.078									0.9		5														
		"n"	"MYANMAR (BURMA)"		"THANDER KYUN VILLAGE"	12.494	98.515	1056.532									0.7		5														
		"n"	"MYANMAR (BURMA)"		"THIT POKE VILLAGE"	15.783	94.978	1382.298									1.7		5													2	1
		"n"	"SRI LANKA"		"DICKWELLA"	5.963	80.693	1707.316									5.54		5														
		"n"	"INDONESIA"	"ACEH"	"GANTING, SIMEULUE"	2.549	96.335	100.263									1.75	1500	4														1
		"n"	"SRI LANKA"		"KATUKURUNDA (KALUTARA S.)"	6.566	79.951	1799.745									4.5	120	4														
		"n"	"SRI LANKA"		"RATHGAMA/DOANDUWA"	6.086	80.146	1769.272									4.5	50	4														
		"n"	"THAILAND"		"CHALONG"	7.821	98.345	569.495									4		4														
		"n"	"THAILAND"		"BAN PAK CHOK"	9.16	98.271	699.396									6.6	236	4														
		"n"	"THAILAND"		"BAN THALE NOK"	9.46	98.437	737.052									6.2	121	4														
		"n"	"INDIA"	"TAMIL NADU"	"TARANGAMBADI"	11.02555556	79.85583333	1960.682									8.56	100	5														
		"n"	"IRAN"		"TISS HARBOR"	25.35523	60.60022	4490.7									2.73		4														
		"n"	"ANTARCTICA"		"SCOTT BASE (NEW ZEALAND)"	-77.85	166.767	9921.178	27	0	30	23	1				0.05		2														
		"n"	"INDONESIA"	"ACEH"	"SEMEN ANDALAS CEMENT PLANT, SUMATRA"	5.451	95.245	245.576									34.5		5				3					100	4	35	1		
		"n"	"INDIA"	"KERALA"	"PARAVUR"	8.81166667	76.64861111	2210.297									2.5		4														
		"n"	"INDIA"	"KERALA"	"ALLEPPEY"	9.49444444	76.31833333	2265.493									3		4														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"VIJAYA NAGAR, HAVELOCK ISLAND"	12.00111111	93.00602778	1010.532									3.5	200	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"GANDHI GHAT JETTY, BARATONG"	12.3025	92.78933333	1049.668									2.5	36.4	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"BUTTERFLY BAY, LITTLE ANDAMAN"	10.66544444	92.57469444	889.799									10.5	88.7	5														
		"n"	"SEYCHELLES"		"ANSE FORBANS, MAHE ISLAND"	-4.78065	55.52328333	4573.946									2.8	20	5														
		"n"	"SEYCHELLES"		"ANSE À LA MOUCHE, MAHE ISLAND"	-4.7396	55.49031667	4576.714									3.5	250	5														
		"n"	"AUSTRALIA"		"MACQUIRE ISLAND, TASMANIA"	-54.5	158.933333	8615.946						26	22	9	0.09		2														
		"n"	"AUSTRALIA"		"BOWEN"	-20.016667	148.25	6278.405						27	20	10	0.07		2														
		"n"	"AUSTRALIA"		"THEVENARD"	-32.1489	133.6413	5596.957						27	0	7	0.09		2														
		"n"	"INDIA"	"GUJARAT"	"OKHA, GUJARAT"	22.5	69.1	3582.721	26	9	3	8	4				0.23		2		"R"												
		"n"	"BRAZIL"		"NATAL"	-5.75	-35.2	14600.321	26	23	9	22	10	27	2	7	0.09		2														
		"n"	"BRAZIL"		"CANANEIA"	-25.017	-47.925	15464.936	27	0	48	23	49	27	6	38	0.16		2														
		"n"	"NEW ZEALAND"		"WHANGAREI"	-35.973	174.46	9206.134	27	1	29	24	30				0.26		2	37													
		"n"	"INDONESIA"	"NORTH SUMATRA"	"SIBOLGA, SUMATRA"	1.719	98.795	371.694									1.63		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"MEDREHE, NIAS ISLAND"	1.003	97.405	308.51									1.5		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"HILIRIHONO, NIAS ISLAND"	0.568	97.709	367.31									2.9		5														
		"n"	"MALDIVES"		"HANIMAADHOO, HAA DHAALU"	6.766	73.174	2543.287									1.18		5														
		"n"	"MALDIVES"		"HULHUMALE, NORTH MALE"	4.191	73.532	2481.374									2.57		5														
		"n"	"MALDIVES"		"LAGUNA BEACH RESORT, SOUTH MALE"	4.123	73.438	2491.626									1.31		5														
		"n"	"MALDIVES"		"KEYODHOO, VAAVU"	3.463	73.551	2478.442									2.18		5														
		"n"	"MALDIVES"		"RINBUDHOO, DHAALU"	2.925	72.896	2552.219									2.71		5														
		"n"	"MALDIVES"		"FANADHOO, LAAMU"	1.836	73.503	2490.885									1.93		5														
		"n"	"MALDIVES"		"MARADHOO, SEENU"	0.672	73.126	2545.151									1.65		5														
		"n"	"MALDIVES"		"HANIMAADHOO, HAA DHAALU"	6.764	73.18	2542.6									1.57		5														
		"n"	"SRI LANKA"		"BERUWALA FISHERY PORT"	6.472	79.979	1794.788									2.35		5														
		"n"	"SRI LANKA"		"BERUWALA FISHERY PORT NORTH BEACH"	6.479	79.983	1794.494									4.82		5														
		"n"	"SRI LANKA"		"PANADURA FISHERY PORT "	6.717	79.902	1808.247									5.59		5														
		"n"	"MALAYSIA"		"MAINLAND"	5.575	100.338	556.811									1		4														
		"n"	"BANGLADESH"		"ALL OF BANGLADESH"														1			2	1					500	4				
		"n"	"INDIA"	"TAMIL NADU"	"CHENNAI LIGHT HOUSE"	13.04694444	80.27861111	2023.896									2.27	400	5														
		"n"	"INDIA"	"TAMIL NADU"	"KARAIKAL BEACH"	10.90861111	79.84861111	1956.054									4.48	1000	5														
		"n"	"INDIA"	"TAMIL NADU"	"TARANGAMBADI FISHING VILLAGE"	11.03	79.85638889	1960.831									4.61	100	5														
		"n"	"INDIA"	"TAMIL NADU"	"AARIYANATUTHERU KUPPAM"	10.76333333	79.84861111	1949.509									4.68	1000	5														
		"n"	"INDIA"	"TAMIL NADU"	"KOTTIVAKKAM"	12.96444444	80.26333333	2020.668									4.85	300	5														
		"n"	"INDIA"	"TAMIL NADU"	"COVELONG"	12.78972222	80.25277778	2011.905									5.71	75	5														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.45	95.243	245.53									20.07		4														
		"n"	"NEW ZEALAND"	"WELLINGTON"	"WELLINGTON"	-41.2846	174.7791	9330.786	27	1	17	24	18				0.24		2	31													
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.549	95.311	254.175									5.96		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.551	95.304	254.575									7.04		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.55	95.307	254.388									6.58		4														
		"n"	"CANADA"	"BC"	"WINTER HARBOR, BRITISH COLUMBIA"	50.513	-128.028	12729.239	27	8	45	31	46				0.11		2														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.549	95.311	254.175									6.21		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.542	95.285	254.125									5.04		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.536	95.283	253.537									7.78		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.583	95.35	256.851									6.58		4														
		"n"	"THAILAND"		"BAN THALE NOK"	9.46	98.437	737.052									6.8	121	4														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.414	95.249	241.521									17.04		4														
		"n"	"INDONESIA"	"ACEH"	"SIGLI, ACEH, SUMATRA"	5.384	95.968	229.031									4.82		4														
		"n"	"INDONESIA"	"ACEH"	"KRUENG RAYA PORT, SUMATRA"	5.588	95.525	253.879									6.71		5														
		"n"	"INDONESIA"	"ACEH"	"SABANG, SUMATRA"	5.882	95.324	289.782									3.15		4														
		"n"	"INDONESIA"	"ACEH"	"SABANG, SUMATRA"	5.839	95.299	285.713									6.2		5														
		"n"	"PERU"	"CALLAO"	"CALLAO LA PUNTA"	-12.069	-77.1668	18779.82	27	5	49	28	50				0.34		2														
		"n"	"AUSTRALIA"		"HILLARYS HARBOUR"	-31.82	115.73	4420.986	26	7	14	6	15				0.54		2		"R"												
		"n"	"NEW ZEALAND"		"SUMNER HEAD"	-43.57	172.773	9214.726									0.5		2														
		"n"	"NEW ZEALAND"		"WESTGATE, PORT TARANAKI"	-39.067	174.033	9226.213									0.5		2														
		"n"	"USA"	"CA"	"CRESCENT CITY, CA"	41.7456	-124.184	13591.287	27	13	5						0.31		2														
		"n"	"USA"	"CA"	"ARENA COVE, CA"	38.914	-123.711	13825.659									0.19		2	6													
		"n"	"MEXICO"	"BAJA CALIFORNIA SUR"	"CABO SAN LUCAS"	22.883	-109.9	15990.892	27	6	26	29	27				0.12		2														
		"n"	"CHILE"	"ARICA"	"ARICA"	-18.4758	-70.3232	17764.003	27	4	2	27	3				0.36		2														
		"n"	"CHILE"	"ANTARCTICA CHILENA"	"PUERTO WILLIAMS"	-54.93278	-67.60833	14090.384									0.15		2														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.549	95.313	254.122									5.53		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.553	95.316	254.474									4.79		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.553	95.316	254.474									5.49		4														
		"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.59722222	95.39666667	257.315									0.25		5														
		"n"	"THAILAND"	"PHANG NGA"	"NAM KHEM"	8.79608333	98.26152778	662.002									6.99		5														
		"n"	"THAILAND"	"PHANG NGA"	"NAM KHEM"	8.849	98.27097222	667.776									4		5														
		"n"	"THAILAND"		"BAN NAM KIM"	8.853	98.272	668.227									5.8	133	4														
		"n"	"INDONESIA"	"ACEH"	"SIGLI, ACEH, SUMATRA"	5.385	95.966	229.129									4.24		4														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.569	95.341	255.561									6.1		5														
		"n"	"ARGENTINA"		"SANTA TERESITA"	-36.5333	-56.6666	15381.991	27	0	48	23	49	27	8	36	0.14		2														
		"n"	"INDIA"	"ANDHRA PRADESH"	"VODAREVU"	15.792	80.41086667	2183.119									1.8		5														
		"n"	"INDIA"	"TAMIL NADU"	"PULICAT"	13.38303333	80.33225	2038.222									1.32		5														
		"n"	"INDIA"	"TAMIL NADU"	"PULICAT"	13.38261667	80.33291667	2038.136									3.44		5														
		"n"	"INDIA"	"TAMIL NADU"	"CHENNAI"	13.02105	80.2787	2022.424									2.69		5														
		"n"	"INDIA"	"TAMIL NADU"	"KALAPAKKOM"	12.5063	80.16146667	2005.037									4.11		5														
		"n"	"INDIA"	"TAMIL NADU"	"DEVANAANPATTINAM"	11.74595	79.78816667	2001.71									4.59		5														
		"n"	"KENYA"		"NGOMENI PENINSULA"	-3.01516111	40.18338426	6233.454									3	43	5														
		"n"	"INDIA"	"TAMIL NADU"	"CHENNAI, CHERAIN NAGAR"	13.17033333	80.31341667	2027.685									4	200	5														1
		"n"	"SRI LANKA"		"TRINCOMALEE"	8.561729	81.24202	1718.191									2.4		5														
		"n"	"SRI LANKA"		"CHINA BAY-MUTUR"	8.463147	81.26444	1712.356									3.25		4														
		"n"	"SRI LANKA"		"POTTUVIL"	6.866667	81.81667	1604.989									6		5														
		"n"	"SRI LANKA"		"KUCHCHAVELI, SOUTHEAST OF (2KM)"	8.790385	81.12103	1739.071									3.35		4														
		"n"	"SRI LANKA"		"WADDUWA"	6.673167	79.9211	1805.237									3.61		4														
		"n"	"SRI LANKA"		"TANGALLE (TANGALLA)"	6.01163	80.47717	1731.765									7.9	14.8	4														
		"n"	"SRI LANKA"		"GALLE"	6.009734	80.24915	1756.655									5.24		4														
		"n"	"SRI LANKA"		"PINNATARA"	6.689667	79.91306	1806.461									3.47		5														
		"n"	"MAURITIUS"		"PETIT GRAVIER, RODRIGUES"	-19.7279	63.4842	4362.18									2.88		4														
		"n"	"MAURITIUS"		"RIVIERE COCOS, RODRIGUES"	-19.7443	63.409	4369.818									1		5														
		"n"	"REUNION (FRENCH TERRITORY)"		"SAINT-GILLES"	-21.0557	55.2235	5186.069									1.3		5														
		"n"	"REUNION (FRENCH TERRITORY)"		"SAINT-PIERRE"	-21.3441	55.4754	5177.048									0.5		4														
		"n"	"INDIA"	"KERALA"	"KOLLAM"	8.88	76.6	2217.402									3	1000	5														
		"n"	"YEMEN"		"SHOAAB"	12.5508	53.38595	4785.285									2.64	18	5														
		"n"	"YEMEN"		"SHAZHOR"	12.46983	54.41071	4673.842									6.11	132.4	5														
		"n"	"YEMEN"		"HADIBOH"	12.65653	54.02516	4718.452									2.15	11.8	5														
		"n"	"SRI LANKA"		"PAIYAGALA"	6.532	79.978	1796.112									6		4														
		"n"	"INDIA"	"TAMIL NADU"	"KALPAKKAM, KANCHEEPURAM"	12.513	80.1567	2005.851									4	1000	4														
		"n"	"INDIA"	"TAMIL NADU"	"KARUKALACHERI, CUDDALORE"														1			25	1								1		1
		"n"	"THAILAND"		"NAI RAI"	8.31	98.273	613.781									5.3	534	5														
		"n"	"INDONESIA"	"ACEH"	"BREUH ISLAND"	5.67	95.1296	272.438									20.1		5										2		2		2
		"n"	"INDONESIA"	"ACEH"	"LHOKNGA, SUMATRA"	5.45777	95.24513	246.291									31	1000	5										1				
		"n"	"THAILAND"		"SATUN"	6.65	100.02	591.037	26	5	15	4	16				0.29		2		"F"												
		"n"	"OMAN"		"DHALKUT"	16.704133	53.251717	4885.442									2.13	184	5														
		"n"	"OMAN"		"RAKHYUT"	16.745883	53.425517	4868.414									1.81	27	5														
		"n"	"OMAN"		"AL SHOUYAMIYA"	17.8816	55.607417	4674.325									1.48	6	5														
		"n"	"OMAN"		"HAQAL"	20.35828	58.79884	4438.105									1.7	42	5														
		"n"	"OMAN"		"DIRIF"	18.9107	57.28212	4536.865									1.2	15	5														
		"n"	"OMAN"		"AL SHUAAYR"	19.50029	57.71287	4513.955									5.4	29	9														
		"n"	"MADAGASCAR"		"AMBODIHAMPANA"	-15.08158	50.37212	5409.731									2.52	80	5														
		"n"	"MADAGASCAR"		"AMBILA"	-18.84417	49.15388	5671.183									2.35	30	5														
		"n"	"MADAGASCAR"		"MAHAVELONA (FOUL POINTE)"	-17.69017	49.51995	5590.539									0.77	13	5														
		"n"	"INDONESIA"	"ACEH"	"LANGI ISLAND, SUMATRA"	2.83004	95.76647	54.61									7	308.4	4														
		"n"	"INDONESIA"	"ACEH"	"LANGI VILLAGE, SUMATRA"	2.82358	95.75631	55.523									9.9	276.8	4														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"PULAU ASU, SUMATRA"	0.90433	97.28002	310.284									0.9	40	4														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"LAGUNDRI BAY, SUMATRA"	0.57842	97.73203	367.806									1.2	40	5														
		"n"	"INDONESIA"	"ACEH"	"KUALA MEURISI, SUMATRA"	4.62073	95.63235	146.361									11.3	1799.2	4														
		"n"	"ANTARCTICA"		"ZHONG SHAN STATION (AUSTRALIA)"	-69.38	76.37	8201.207	26	13	20	12	21				0.28		2		"R"												
		"n"	"MADAGASCAR"		"BEANIKY"	-25.27869	46.06108	6233.501									2.9	19	5														
		"n"	"MADAGASCAR"		"TOLAGNARO"	-25.03487	46.98299	6137.454									2.2	44	5														
		"n"	"MADAGASCAR"		"MANAKARA BE"	-22.14362	48.0243	5914.714									1.5	38	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50315	73.30956	2507.97									3.71	45	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50316	73.30986	2507.936									3.75	11	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50617	73.3079	2508.139									3.27	21	4														
		"n"	"MALDIVES"		"MADIFUSHI, THAA"	2.35555	73.35497	2503.718									2.85	42	4														
		"n"	"MALDIVES"		"KOLHUFUSHI, MEEMU"	2.77225	73.42503	2493.952									2.9	30	4														
		"n"	"MALDIVES"		"KOLHUFUSHI, MEEMU"	2.77402	73.42363	2494.101									2.23	290	4														
		"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.62015	72.85435	2564.986									2.87	147	4														
		"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61858	72.85493	2564.908									2.3	143	4														
		"n"	"MALDIVES"		"FONADHOO, LAAMU"	1.82463	73.4952	2491.843									2.13	115	4														
		"n"	"MALDIVES"		"DHIFFUSHI, N. MALE"	4.44435	73.7148	2461.965									2.2	80	4														
		"n"	"TANZANIA"		"NUNGWI AQUARIUM, ZANZIBAR"	-5.72238	39.30228	6366.14									1.5		5														
		"n"	"TANZANIA"		"KIWENGWA - ESTIMATE, ZANZIBAR"	-5.99612	39.3815	6361.513									1.5		5														
		"n"	"TANZANIA"		"DONGWE RESTAURANT THE DOOR"	-6.18032	39.53105	6347.911									2.4		5														
		"n"	"YEMEN"		"ALL OF YEMEN"												6.11		5			2	1										
		"n"	"COMOROS"		"HANTSIDZI, GRANDE COMORE"	-11.43047	43.4128	6030.275									2.4		5														
		"n"	"COMOROS"		"SOUTH OF BOUNI, ROAD"	-11.49425	43.39805	6033.378									6		5														
		"n"	"COMOROS"		"CHOMONI, GRANDE COMORE"	-11.64477	43.39508	6037.332									3.2		5														
		"n"	"COMOROS"		"BAMBAO, ANJOUAN"	-12.2024	44.52037	5931.878									2.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.648	95.415	262.437									4.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.621	95.398	259.865									6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.648	95.415	262.437									7.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.564	95.235	257.904									12.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.397	95.253	239.592									14.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.634	95.401	261.21									14.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.476	95.237	248.477									18.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.42	95.248	242.189									19.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.499	95.226	251.259									21.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.283	95.247	227.709									25.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.355	95.242	235.485									25.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.436	95.235	244.291									26.3		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.461	95.245	246.639									28.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.496	95.229	250.848									30.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.499	95.229	251.167									34.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.631	95.405	260.8									2.1		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.558	95.321	254.882									3.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.567	95.344	255.272									3.5		5														
